epoch,cls_output_loss,cls_output_top1_acc,cls_output_top3_acc,loss,lr,reg_output_loss,reg_output_rsrp_mae,val_cls_output_loss,val_cls_output_top1_acc,val_cls_output_top3_acc,val_loss,val_reg_output_loss,val_reg_output_rsrp_mae
16,0.21203555166721344,0.5287383198738098,0.8645066022872925,0.39313647150993347,0.00090247794,0.2587156295776367,0.39209699630737305,0.21050138771533966,0.5196792483329773,0.844169557094574,0.3885226547718048,0.25431615114212036,0.3740435838699341
17,0.2114948332309723,0.5286303162574768,0.8631026148796082,0.38955143094062805,0.00079786696,0.25436681509017944,0.38889649510383606,0.20922555029392242,0.5187628865242004,0.8440320491790771,0.37778255343437195,0.2407958209514618,0.36491820216178894
18,0.21041814982891083,0.531104564666748,0.8651448488235474,0.3892971873283386,0.0006940756,0.25554153323173523,0.388864129781723,0.2094545066356659,0.520183265209198,0.8429782390594482,0.37929216027259827,0.24262510240077972,0.3653968870639801
19,0.21034200489521027,0.5302602052688599,0.8649091720581055,0.3875696659088135,0.00059274095,0.25318220257759094,0.3872525990009308,0.2096523493528366,0.5196334719657898,0.8441237211227417,0.3841346204280853,0.24926047027111053,0.3728795349597931
20,0.20876359939575195,0.529985249042511,0.8649877309799194,0.3822542428970337,0.0004954607,0.2478439211845398,0.38467368483543396,0.20942987501621246,0.5191752314567566,0.8444444537162781,0.3712691366672516,0.2311989963054657,0.35796305537223816
21,0.20746628940105438,0.5335395336151123,0.8660972118377686,0.38010698556900024,0.0004037696,0.24662964046001434,0.3826485276222229,0.21083015203475952,0.5180298089981079,0.8448567986488342,0.3787541389465332,0.23989145457744598,0.3676818013191223
22,0.2073947638273239,0.5321256518363953,0.8660382628440857,0.37743082642555237,0.0003191132,0.24290862679481506,0.379681795835495,0.2094353586435318,0.5171592235565186,0.8450400829315186,0.38045400381088257,0.24431230127811432,0.3641064465045929
23,0.20634782314300537,0.5341188311576843,0.8678056001663208,0.37694689631462097,0.00024282683,0.24371260404586792,0.38022899627685547,0.20937231183052063,0.5186254382133484,0.8448110222816467,0.3883991837501526,0.25575271248817444,0.37318557500839233
24,0.2058372050523758,0.5337064266204834,0.8677368760108948,0.3736191689968109,0.00017611349,0.2396887093782425,0.37708598375320435,0.20982708036899567,0.5194501876831055,0.8451775312423706,0.38974377512931824,0.25702381134033203,0.37567460536956787
25,0.20521466434001923,0.5344231724739075,0.8674226999282837,0.37085360288619995,0.000120025245,0.23662705719470978,0.37461286783218384,0.21029193699359894,0.5182130336761475,0.8449026346206665,0.3872838020324707,0.2528456747531891,0.37144893407821655
26,0.20476487278938293,0.5359057188034058,0.8667157292366028,0.3675602078437805,7.5446806e-05,0.23256443440914154,0.3712443709373474,0.21105708181858063,0.5168843269348145,0.8444444537162781,0.3920033574104309,0.25849464535713196,0.37568578124046326
27,0.20473618805408478,0.5350908041000366,0.8675994277000427,0.36692938208580017,4.3081032e-05,0.23170441389083862,0.37034106254577637,0.21062453091144562,0.5172508358955383,0.8438946008682251,0.3924086391925812,0.25969162583351135,0.37587523460388184
28,0.2034437358379364,0.5356504917144775,0.8699852824211121,0.36567220091819763,2.3438392e-05,0.23175498843193054,0.37049147486686707,0.21090953052043915,0.5171592235565186,0.8442611694335938,0.39147353172302246,0.2579486072063446,0.37495169043540955
29,0.20387573540210724,0.5369071960449219,0.868689239025116,0.36482957005500793,1.6828664e-05,0.22993403673171997,0.36978283524513245,0.21103648841381073,0.5177090764045715,0.8439404368400574,0.3907197415828705,0.2566905915737152,0.3738146424293518
30,0.2036234438419342,0.5359941124916077,0.8684143424034119,0.3648894131183624,1.6828615e-05,0.23038040101528168,0.3686450719833374,0.21108132600784302,0.5173883438110352,0.8446735143661499,0.39310285449028015,0.26003074645996094,0.37676703929901123
