epoch,loss,lr,top1_acc,top3_acc,top5_acc,val_loss,val_top1_acc,val_top3_acc,val_top5_acc
36,0.3989890217781067,0.0003,0.662930428981781,0.9490434527397156,0.9959486722946167,0.6084708571434021,0.5696151256561279,0.9062795639038086,0.9913572072982788
37,0.3954485058784485,0.0003,0.6601845622062683,0.9524195194244385,0.9953184723854065,0.60847008228302,0.5655637979507446,0.8979068398475647,0.9894665479660034
38,0.379378080368042,0.0003,0.675804615020752,0.9554355144500732,0.9959486722946167,0.6247047185897827,0.5613774657249451,0.895611047744751,0.9883862137794495
39,0.377229779958725,0.0003,0.6762998104095459,0.9538149833679199,0.9965788722038269,0.6036422848701477,0.5801485776901245,0.9029034376144409,0.9869007468223572
40,0.371371328830719,0.0003,0.6842674016952515,0.9559757113456726,0.9960387349128723,0.6127293705940247,0.5813639163970947,0.8985820412635803,0.9897366762161255
41,0.3670232892036438,0.0003,0.6876884698867798,0.9576862454414368,0.9958136677742004,0.6016421914100647,0.5754219889640808,0.9002025723457336,0.9873058795928955
42,0.3542126417160034,0.0003,0.6949808597564697,0.9596219062805176,0.9967589378356934,0.6078362464904785,0.5804186463356018,0.9041188359260559,0.9889264106750488
43,0.3465993106365204,0.0003,0.6984469890594482,0.9611073732376099,0.9967589378356934,0.6117507219314575,0.5778527855873108,0.9037137031555176,0.9889264106750488
44,0.340628981590271,0.0003,0.7032635807991028,0.9635381698608398,0.9969390034675598,0.623199462890625,0.5775827169418335,0.9019581079483032,0.9897366762161255
45,0.3353699743747711,0.0003,0.7115012407302856,0.9632680416107178,0.9964438676834106,0.6274214386940002,0.5679945945739746,0.900607705116272,0.9882512092590332
46,0.3206319510936737,0.00015,0.7224397659301758,0.96659916639328,0.9972991347312927,0.6488043069839478,0.5852802395820618,0.9041188359260559,0.9873058795928955
47,0.31471145153045654,0.00015,0.7273013591766357,0.9667341709136963,0.9972541332244873,0.6175655126571655,0.5840648412704468,0.9058744311332703,0.9882512092590332
48,0.31162378191947937,0.00015,0.7286518216133118,0.9688498973846436,0.9973891377449036,0.6303215026855469,0.5856853723526001,0.9056043028831482,0.9886563420295715
49,0.30467239022254944,0.00015,0.7359892129898071,0.96961510181427,0.997434139251709,0.6516279578208923,0.5781229138374329,0.9014179706573486,0.9883862137794495
50,0.29995521903038025,0.00015,0.7382849454879761,0.9702903628349304,0.99756920337677,0.6528944969177246,0.5820391774177551,0.9047940373420715,0.9886563420295715
51,0.2962157726287842,0.00015,0.7389151453971863,0.9714156985282898,0.9976592659950256,0.6394133567810059,0.5844699740409851,0.9042539000511169,0.9893315434455872
52,0.2949827015399933,0.00015,0.7421562075614929,0.9717758297920227,0.9979293346405029,0.6387979984283447,0.5843349099159241,0.9043889045715332,0.9887913465499878
53,0.29068103432655334,0.00015,0.745442271232605,0.9703353643417358,0.9975242018699646,0.6446189284324646,0.5860905051231384,0.9051991701126099,0.9881161451339722
54,0.28661519289016724,0.00015,0.7503488659858704,0.9728111624717712,0.9976592659950256,0.6534038782119751,0.5812289118766785,0.9079000949859619,0.9885212779045105
55,0.2906770706176758,0.00015,0.7462975382804871,0.9730362296104431,0.9980193376541138,0.6411277651786804,0.592842698097229,0.9068197011947632,0.9882512092590332
56,0.2813434600830078,0.00015,0.7553004622459412,0.9717758297920227,0.9974792003631592,0.6326295733451843,0.5882511734962463,0.9073598980903625,0.9896016120910645
57,0.2810717225074768,0.00015,0.7556155920028687,0.9719558954238892,0.9976142048835754,0.6584450602531433,0.585415244102478,0.9057393670082092,0.9891964793205261
58,0.276465505361557,0.00015,0.7611073851585388,0.9734413623809814,0.9977942705154419,0.6367331147193909,0.5881161093711853,0.9079000949859619,0.9890614151954651
59,0.2688353657722473,0.00015,0.7636281847953796,0.9757370948791504,0.9981094002723694,0.6545428037643433,0.587846040725708,0.9072248339653015,0.9894665479660034
60,0.2678963840007782,0.00015,0.7656088471412659,0.9766824245452881,0.9979293346405029,0.6315702199935913,0.5881161093711853,0.9065496325492859,0.9887913465499878
61,0.2636469602584839,7.5e-05,0.7663740515708923,0.9772226214408875,0.9977942705154419,0.663878858089447,0.5920324325561523,0.9097906947135925,0.9891964793205261
62,0.2629159390926361,7.5e-05,0.7669592499732971,0.9766824245452881,0.9981544017791748,0.6529104709625244,0.592842698097229,0.9097906947135925,0.9889264106750488
63,0.2585272789001465,7.5e-05,0.7710105776786804,0.9772226214408875,0.9981544017791748,0.6676198244094849,0.5918973684310913,0.9107359647750854,0.9878460764884949
64,0.2550392150878906,7.5e-05,0.7740265727043152,0.9772676229476929,0.9982894659042358,0.6648449301719666,0.5882511734962463,0.9089804291725159,0.9886563420295715
65,0.25387582182884216,7.5e-05,0.7748818397521973,0.9788431525230408,0.9983344674110413,0.6552708745002747,0.5935178995132446,0.9077650308609009,0.9881161451339722
66,0.2503511607646942,7.5e-05,0.775467038154602,0.9778077602386475,0.9981094002723694,0.6803287863731384,0.5896016359329224,0.9072248339653015,0.9879810810089111
67,0.25126728415489197,7.5e-05,0.7787981033325195,0.9778978228569031,0.9982894659042358,0.6611429452896118,0.5860905051231384,0.9081701636314392,0.9878460764884949
68,0.251186728477478,7.5e-05,0.7757821083068848,0.9774926900863647,0.9982894659042358,0.6629194617271423,0.5882511734962463,0.9061444997787476,0.9889264106750488
69,0.24515414237976074,7.5e-05,0.7839297652244568,0.9791132211685181,0.9982894659042358,0.6778196692466736,0.5925725698471069,0.9089804291725159,0.9885212779045105
70,0.24940170347690582,7.5e-05,0.77762770652771,0.978257954120636,0.9980193376541138,0.668933629989624,0.592707633972168,0.9110060930252075,0.9889264106750488
71,0.23984940350055695,3.75e-05,0.7862705588340759,0.9804636240005493,0.998649537563324,0.6650870442390442,0.5912221670150757,0.9073598980903625,0.9893315434455872
72,0.23774656653404236,3.75e-05,0.7857303619384766,0.9797884225845337,0.998649537563324,0.6770604252815247,0.5909520387649536,0.9070898294448853,0.9887913465499878
73,0.24304424226284027,3.75e-05,0.783479630947113,0.980688750743866,0.9981094002723694,0.6689807772636414,0.5960837006568909,0.9089804291725159,0.9889264106750488
74,0.23970730602741241,3.75e-05,0.7867656946182251,0.9814990162849426,0.9985145330429077,0.6668599843978882,0.593923032283783,0.9081701636314392,0.9887913465499878
75,0.23541052639484406,3.75e-05,0.7892414927482605,0.9799684882164001,0.9982894659042358,0.6678640246391296,0.594058096408844,0.9092504978179932,0.9890614151954651
76,0.2357790470123291,3.75e-05,0.7885212898254395,0.980058491230011,0.9985145330429077,0.677773118019104,0.5959486961364746,0.9104658961296082,0.9893315434455872
77,0.23657067120075226,3.75e-05,0.7892864942550659,0.9791582226753235,0.9981994032859802,0.676990807056427,0.595138430595398,0.9108710289001465,0.9889264106750488
78,0.2380983829498291,3.75e-05,0.7858203649520874,0.9806436896324158,0.9983794689178467,0.6670549511909485,0.5966238975524902,0.9099256992340088,0.9886563420295715
79,0.23389877378940582,3.75e-05,0.792572557926178,0.980688750743866,0.998649537563324,0.6726551651954651,0.5921674370765686,0.9089804291725159,0.9891964793205261
80,0.23981304466724396,3.75e-05,0.7870808243751526,0.9792482852935791,0.9984695315361023,0.6684789061546326,0.5935178995132446,0.9100607633590698,0.9887913465499878
81,0.2322409600019455,3.75e-05,0.7918073534965515,0.9801035523414612,0.9985595345497131,0.6712716221809387,0.595138430595398,0.9085752964019775,0.9882512092590332
82,0.23574988543987274,3.75e-05,0.7863605618476868,0.9813189506530762,0.9987396001815796,0.6758633255958557,0.5960837006568909,0.9079000949859619,0.9883862137794495
83,0.2336711287498474,3.75e-05,0.7958136200904846,0.980688750743866,0.998649537563324,0.6756097674369812,0.5952734351158142,0.9080350995063782,0.9883862137794495
84,0.23227649927139282,1.875e-05,0.7924375534057617,0.9805536866188049,0.9978392720222473,0.6739846467971802,0.5983794927597046,0.9083052277565002,0.9882512092590332
85,0.2338590770959854,1.875e-05,0.7947332859039307,0.9806436896324158,0.9984695315361023,0.6718333959579468,0.5995948910713196,0.9085752964019775,0.9879810810089111
86,0.23194967210292816,1.875e-05,0.7962638139724731,0.981408953666687,0.9985145330429077,0.6779331564903259,0.5959486961364746,0.9087103605270386,0.9885212779045105
87,0.22723832726478577,1.875e-05,0.7997298836708069,0.9813639521598816,0.9987396001815796,0.6738487482070923,0.5974341630935669,0.9080350995063782,0.9887913465499878
88,0.23403030633926392,1.875e-05,0.7905018925666809,0.9796533584594727,0.998064398765564,0.6676153540611267,0.5964888334274292,0.9092504978179932,0.9891964793205261
89,0.23042094707489014,1.875e-05,0.7952284216880798,0.9813189506530762,0.9981544017791748,0.6749258637428284,0.5974341630935669,0.9085752964019775,0.9882512092590332
